phase,scenario,model,trials,all_correct,strategy_selected,work_unit,initial_import_ms_median,initial_import_ms_p25,initial_import_ms_p75,incremental_commit_ms_median,incremental_commit_ms_p25,incremental_commit_ms_p75,diff_ms_median,diff_ms_p25,diff_ms_p75,checkout_ms_median,checkout_ms_p25,checkout_ms_p75,storage_bytes_median,storage_bytes_p25,storage_bytes_p75,logical_payload_bytes_median,logical_payload_bytes_p25,logical_payload_bytes_p75,storage_bytes_per_logical_payload_byte_median,storage_bytes_per_logical_payload_byte_p25,storage_bytes_per_logical_payload_byte_p75,storage_bytes_minus_logical_payload_bytes_median,storage_bytes_minus_logical_payload_bytes_p25,storage_bytes_minus_logical_payload_bytes_p75,storage_bytes_after_compaction_median,storage_bytes_after_compaction_p25,storage_bytes_after_compaction_p75,compaction_ms_median,compaction_ms_p25,compaction_ms_p75,process_tree_peak_rss_bytes_median,process_tree_peak_rss_bytes_p25,process_tree_peak_rss_bytes_p75,work_examined_median,work_examined_p25,work_examined_p75
calibration,calibration-c64,Revon-M (forced Merkle),7,True,merkle,tree node pairs,207.6701,176.2998,279.96400000000006,31.27115,29.526,31.626575000000003,3.0853,2.8231,3.5912,13.93,11.770150000000001,14.49245,3207168.0,3201024.0,3217408.0,450000.0,450000.0,450000.0,7.12704,7.113386666666667,7.149795555555556,2757168.0,2751024.0,2767408.0,,,,,,,46346240.0,46030848.0,46534656.0,2057.0,2057.0,2057.0
calibration,calibration-c64,Revon-log calibration,7,True,log,log operations,177.3504,175.2476,229.62935000000002,28.027099999999997,23.234825,34.182475,1.0018,0.9601500000000001,1.0968,15.0966,11.71045,16.37675,3215360.0,3198976.0,3219456.0,450000.0,450000.0,450000.0,7.145244444444445,7.108835555555556,7.154346666666667,2765360.0,2748976.0,2769456.0,,,,,,,46202880.0,46000128.0,46434304.0,256.0,256.0,256.0
evaluation,large-application-key-local,Dolt,7,True,dolt-native,not exposed by Dolt CLI,1870.5086,1861.497,1949.20675,821.18585,807.2748750000001,831.412075,289.8708,280.2568,323.7763,785.4385,755.1238000000001,871.76115,5585229.0,5585144.5,5585388.5,4500000.0,4500000.0,4500000.0,1.241162,1.2411432222222223,1.2411974444444445,1085229.0,1085144.5,1085388.5,2343592.0,2343592.0,2343592.0,786.8163,786.8163,786.8163,248639488.0,246050816.0,258394112.0,,,
evaluation,large-application-key-local,Dolt (bulk import),7,True,dolt-native,not exposed by Dolt CLI,1732.761,1696.4216,1800.9268,804.9143,779.488675,818.4824,296.4096,278.3472,330.9848,708.8731,690.5187000000001,751.1481,5023970.0,5023773.5,5023998.5,4500000.0,4500000.0,4500000.0,1.1164377777777779,1.116394111111111,1.1164441111111112,523970.0,523773.5,523998.5,2397070.0,2397070.0,2397070.0,626.0137,626.0137,626.0137,233259008.0,221753344.0,239448064.0,,,
evaluation,large-application-key-local,Log-only,7,True,operation-log,operations,59.4149,58.2687,59.5861,2.9812,2.943325,3.059925,23.8532,20.270699999999998,24.3983,120.6329,118.54225,134.2118,5241683.0,5241683.0,5241683.0,4500000.0,4500000.0,4500000.0,1.1648184444444445,1.1648184444444445,1.1648184444444445,741683.0,741683.0,741683.0,,,,,,,158146560.0,153806848.0,160145408.0,1000.0,1000.0,1000.0
evaluation,large-application-key-local,Revon-H,7,True,log,log operations,1194.3437,1167.1296,1253.8296,89.6517,88.9351,92.30817499999999,39.3611,34.6559,43.0387,225.3073,216.03755,239.1994,36102144.0,36093952.0,36118528.0,4500000.0,4500000.0,4500000.0,8.022698666666667,8.020878222222223,8.026339555555555,31602144.0,31593952.0,31618528.0,35360768.0,35360768.0,35360768.0,931.6171,931.6171,931.6171,180764672.0,178477056.0,184680448.0,1000.0,1000.0,1000.0
evaluation,large-application-key-local,Revon-M (forced Merkle),7,True,merkle,tree node pairs,1094.8807,1046.0801999999999,1166.757,91.88695,88.546125,101.937075,54.4031,47.2913,54.6795,197.6987,196.49175000000002,232.60005,36114432.0,36096000.0,36126720.0,4500000.0,4500000.0,4500000.0,8.025429333333333,8.021333333333335,8.02816,31614432.0,31596000.0,31626720.0,35356672.0,35356672.0,35356672.0,831.5938,831.5938,831.5938,176492544.0,176457728.0,182695936.0,3489.0,3489.0,3489.0
evaluation,large-application-key-local,Snapshot,7,True,full-scan,keys,56.2827,53.897800000000004,58.23115,51.92895,51.523175,55.54755,481.7602,462.97839999999997,506.89324999999997,116.0279,108.89285000000001,133.68099999999998,56100011.0,56100011.0,56100011.0,4500000.0,4500000.0,4500000.0,12.466669111111111,12.466669111111111,12.466669111111111,51600011.0,51600011.0,51600011.0,,,,,,,155242496.0,152760320.0,157956096.0,100010.0,100010.0,100010.0
evaluation,large-hash-route-local,Dolt,7,True,dolt-native,not exposed by Dolt CLI,1775.6549,1706.8156,1800.8391499999998,785.5614499999999,762.72295,827.8869500000001,278.2231,266.2328,300.5072,730.914,717.60635,753.3216500000001,8673738.0,8673392.0,8673755.5,4500000.0,4500000.0,4500000.0,1.9274973333333334,1.9274204444444445,1.9275012222222223,4173738.0,4173392.0,4173755.5,3958040.0,3958040.0,3958040.0,768.555,768.555,768.555,243859456.0,240093184.0,246151168.0,,,
evaluation,large-hash-route-local,Dolt (bulk import),7,True,dolt-native,not exposed by Dolt CLI,1789.0615,1758.82115,1896.9407999999999,776.53615,755.50365,796.932625,280.6516,274.4753,296.22159999999997,708.8429,662.7139500000001,727.7132,8111866.0,8111729.0,8112169.5,4500000.0,4500000.0,4500000.0,1.8026368888888888,1.8026064444444443,1.8027043333333332,3611866.0,3611729.0,3612169.5,4004257.0,4004257.0,4004257.0,651.8454,651.8454,651.8454,233418752.0,225873920.0,246489088.0,,,
evaluation,large-hash-route-local,Log-only,7,True,operation-log,operations,57.6733,54.624300000000005,61.4226,3.02115,2.974425,3.114475,17.5366,15.7007,19.41255,122.8291,117.5581,128.0911,5241683.0,5241683.0,5241683.0,4500000.0,4500000.0,4500000.0,1.1648184444444445,1.1648184444444445,1.1648184444444445,741683.0,741683.0,741683.0,,,,,,,157802496.0,149643264.0,157937664.0,1000.0,1000.0,1000.0
evaluation,large-hash-route-local,Revon-H,7,True,log,log operations,1254.5103,1137.85825,1288.60765,27.28015,25.119875,29.444000000000003,2.6203,2.5887000000000002,2.91115,231.753,214.30115,257.7279,30699520.0,30697472.0,30709760.0,4500000.0,4500000.0,4500000.0,6.8221155555555555,6.821660444444444,6.824391111111111,26199520.0,26197472.0,26209760.0,30302208.0,30302208.0,30302208.0,661.5315,661.5315,661.5315,177217536.0,174915584.0,183095296.0,1000.0,1000.0,1000.0
