run_id,timestamp_utc,phase,scenario,model,status,trial_kind,trial,execution_order,seed,rows,commits,changes_per_commit,locality,payload_bytes,workload_sha256,strategy_requested,strategy_selected,hybrid_threshold,initial_import_ms,incremental_commit_ms,diff_ms,checkout_ms,storage_bytes,logical_payload_bytes,storage_bytes_per_logical_payload_byte,storage_bytes_minus_logical_payload_bytes,storage_bytes_after_compaction,compaction_method,compaction_ms,process_tree_peak_rss_bytes,memory_method,work_examined,work_unit,changed_keys,correctness,notes,python_version,platform,dolt_version
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:00.080665+00:00,robustness,robust-s1-range-local,Dolt,ok,measured,5,3,20260923,10000,10,100,range-local,32,c50bad9a5279f1edaf2c6f54d261e4b70070e26c0f3e9291b774eb35b2a6cd30,dolt-native,dolt-native,4096,780.1696,754.55645,284.4814,324.472,785392,450000,1.7453155555555555,335392,,not sampled,,159870976,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,907,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:01.288608+00:00,robustness,robust-s1-range-local,Revon-H,ok,measured,6,1,20260923,10000,10,100,range-local,32,c50bad9a5279f1edaf2c6f54d261e4b70070e26c0f3e9291b774eb35b2a6cd30,hybrid,log,4096,181.5558,36.9494,6.1521,12.6032,4468736,450000,9.930524444444444,4018736,,not sampled,,48820224,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,907,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:13.749940+00:00,robustness,robust-s1-range-local,Dolt,ok,measured,6,2,20260923,10000,10,100,range-local,32,c50bad9a5279f1edaf2c6f54d261e4b70070e26c0f3e9291b774eb35b2a6cd30,dolt-native,dolt-native,4096,1004.9659,866.13795,348.4056,384.6103,785008,450000,1.7444622222222221,335008,,not sampled,,149471232,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,907,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:15.144989+00:00,robustness,robust-s1-range-local,Revon-M (forced Merkle),ok,measured,6,3,20260923,10000,10,100,range-local,32,c50bad9a5279f1edaf2c6f54d261e4b70070e26c0f3e9291b774eb35b2a6cd30,merkle,merkle,4096,226.2531,43.882949999999994,12.9164,15.7081,4481024,450000,9.957831111111112,4031024,,not sampled,,49065984,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",3618,tree node pairs,907,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:27.635261+00:00,robustness,robust-s1-range-local,Dolt,ok,measured,7,1,20260923,10000,10,100,range-local,32,c50bad9a5279f1edaf2c6f54d261e4b70070e26c0f3e9291b774eb35b2a6cd30,dolt-native,dolt-native,4096,1027.5925,866.5781,373.9503,352.774,784726,450000,1.7438355555555556,334726,,not sampled,,161021952,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,907,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:29.092585+00:00,robustness,robust-s1-range-local,Revon-M (forced Merkle),ok,measured,7,2,20260923,10000,10,100,range-local,32,c50bad9a5279f1edaf2c6f54d261e4b70070e26c0f3e9291b774eb35b2a6cd30,merkle,merkle,4096,180.9753,40.6328,11.4701,15.2345,4481024,450000,9.957831111111112,4031024,,not sampled,,49131520,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",3618,tree node pairs,907,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:30.347728+00:00,robustness,robust-s1-range-local,Revon-H,ok,measured,7,3,20260923,10000,10,100,range-local,32,c50bad9a5279f1edaf2c6f54d261e4b70070e26c0f3e9291b774eb35b2a6cd30,hybrid,log,4096,163.4086,42.235,6.9034,11.4852,4489216,450000,9.976035555555555,4039216,,not sampled,,49102848,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,907,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:31.590099+00:00,robustness,robust-s1-repeated-key,Revon-H,ok,warmup,1,1,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,hybrid,log,4096,178.8202,38.16345,1.0869,14.3002,4464640,450000,9.921422222222223,4014640,,not sampled,,48549888,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:43.959584+00:00,robustness,robust-s1-repeated-key,Dolt,ok,warmup,1,2,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,dolt-native,dolt-native,4096,995.1677,913.1690000000001,290.8342,336.2989,807069,450000,1.7934866666666667,357069,,not sampled,,149442560,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,218,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:45.268059+00:00,robustness,robust-s1-repeated-key,Revon-M (forced Merkle),ok,warmup,1,3,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,merkle,merkle,4096,156.6188,41.655550000000005,3.3264,21.212,4476928,450000,9.948728888888889,4026928,,not sampled,,48529408,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1889,tree node pairs,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:56.594720+00:00,robustness,robust-s1-repeated-key,Dolt,ok,warmup,2,1,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,dolt-native,dolt-native,4096,1004.3096,785.92885,277.3537,298.3709,807954,450000,1.7954533333333333,357954,,not sampled,,157736960,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,218,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:57.812548+00:00,robustness,robust-s1-repeated-key,Revon-M (forced Merkle),ok,warmup,2,2,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,merkle,merkle,4096,228.7336,33.3073,2.9093,10.7757,4444160,450000,9.875911111111112,3994160,,not sampled,,48525312,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1889,tree node pairs,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:58.793178+00:00,robustness,robust-s1-repeated-key,Revon-H,ok,warmup,2,3,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,hybrid,log,4096,166.3564,27.12325,1.2697,10.1944,4476928,450000,9.948728888888889,4026928,,not sampled,,48758784,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:47:59.773676+00:00,robustness,robust-s1-repeated-key,Revon-H,ok,measured,1,1,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,hybrid,log,4096,168.9616,28.86205,0.9147,11.0848,4497408,450000,9.99424,4047408,,not sampled,,48570368,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:09.818154+00:00,robustness,robust-s1-repeated-key,Dolt,ok,measured,1,2,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,dolt-native,dolt-native,4096,830.0342,688.1791499999999,254.8514,337.38,807554,450000,1.7945644444444444,357554,,not sampled,,168108032,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,218,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:10.930948+00:00,robustness,robust-s1-repeated-key,Revon-M (forced Merkle),ok,measured,1,3,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,merkle,merkle,4096,184.6424,33.8544,2.1343,10.5103,4448256,450000,9.885013333333333,3998256,,not sampled,,47894528,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1889,tree node pairs,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:21.402871+00:00,robustness,robust-s1-repeated-key,Dolt,ok,measured,2,1,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,dolt-native,dolt-native,4096,840.1127,799.4482,261.7379,285.4515,807429,450000,1.7942866666666666,357429,,not sampled,,158167040,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,218,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:22.585669+00:00,robustness,robust-s1-repeated-key,Revon-M (forced Merkle),ok,measured,2,2,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,merkle,merkle,4096,181.4633,37.914199999999994,2.4395,12.7615,4493312,450000,9.985137777777778,4043312,,not sampled,,48738304,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1889,tree node pairs,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:23.668692+00:00,robustness,robust-s1-repeated-key,Revon-H,ok,measured,2,3,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,hybrid,log,4096,172.7396,33.70195,1.0235,11.8892,4485120,450000,9.966933333333333,4035120,,not sampled,,49012736,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:24.766082+00:00,robustness,robust-s1-repeated-key,Revon-M (forced Merkle),ok,measured,3,1,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,merkle,merkle,4096,199.7578,32.09385,2.4249,13.1888,4460544,450000,9.91232,4010544,,not sampled,,48238592,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1889,tree node pairs,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:25.965214+00:00,robustness,robust-s1-repeated-key,Revon-H,ok,measured,3,2,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,hybrid,log,4096,160.6026,36.387150000000005,1.0939,12.843,4485120,450000,9.966933333333333,4035120,,not sampled,,48545792,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:36.765130+00:00,robustness,robust-s1-repeated-key,Dolt,ok,measured,3,3,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,dolt-native,dolt-native,4096,934.0544,771.28835,249.4393,321.9474,807721,450000,1.7949355555555555,357721,,not sampled,,160653312,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,218,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:37.887052+00:00,robustness,robust-s1-repeated-key,Revon-H,ok,measured,4,1,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,hybrid,log,4096,179.7512,33.65645,0.9091,11.208,4526080,450000,10.057955555555555,4076080,,not sampled,,48803840,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:47.686767+00:00,robustness,robust-s1-repeated-key,Dolt,ok,measured,4,2,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,dolt-native,dolt-native,4096,751.8253,712.5775,273.9927,288.9524,807751,450000,1.7950022222222222,357751,,not sampled,,149983232,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,218,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:48.753322+00:00,robustness,robust-s1-repeated-key,Revon-M (forced Merkle),ok,measured,4,3,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,merkle,merkle,4096,162.3808,28.4421,2.0659,9.8544,4485120,450000,9.966933333333333,4035120,,not sampled,,48750592,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1889,tree node pairs,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:58.556964+00:00,robustness,robust-s1-repeated-key,Dolt,ok,measured,5,1,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,dolt-native,dolt-native,4096,869.0712,686.19245,242.1716,264.7223,807747,450000,1.7949933333333334,357747,,not sampled,,160559104,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,218,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:48:59.707274+00:00,robustness,robust-s1-repeated-key,Revon-M (forced Merkle),ok,measured,5,2,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,merkle,merkle,4096,151.5739,37.4423,2.6197,14.9639,4452352,450000,9.894115555555556,4002352,,not sampled,,49004544,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1889,tree node pairs,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:00.947322+00:00,robustness,robust-s1-repeated-key,Revon-H,ok,measured,5,3,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,hybrid,log,4096,161.1942,36.058049999999994,0.9963,12.4159,4509696,450000,10.021546666666667,4059696,,not sampled,,48615424,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:02.017437+00:00,robustness,robust-s1-repeated-key,Revon-M (forced Merkle),ok,measured,6,1,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,merkle,merkle,4096,164.9615,31.8418,2.3857,13.4061,4489216,450000,9.976035555555555,4039216,,not sampled,,48226304,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1889,tree node pairs,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:02.995470+00:00,robustness,robust-s1-repeated-key,Revon-H,ok,measured,6,2,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,hybrid,log,4096,142.6987,29.0086,0.9995,11.1804,4505600,450000,10.012444444444444,4055600,,not sampled,,48058368,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:13.816127+00:00,robustness,robust-s1-repeated-key,Dolt,ok,measured,6,3,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,dolt-native,dolt-native,4096,813.0911,818.0211999999999,277.0547,334.0278,807741,450000,1.79498,357741,,not sampled,,148615168,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,218,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:14.942041+00:00,robustness,robust-s1-repeated-key,Revon-H,ok,measured,7,1,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,hybrid,log,4096,167.922,29.0232,0.9444,11.6863,4468736,450000,9.930524444444444,4018736,,not sampled,,48689152,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:25.601554+00:00,robustness,robust-s1-repeated-key,Dolt,ok,measured,7,2,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,dolt-native,dolt-native,4096,820.9547,784.4324,262.9748,382.5783,807537,450000,1.7945266666666666,357537,,not sampled,,158470144,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,218,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:26.770582+00:00,robustness,robust-s1-repeated-key,Revon-M (forced Merkle),ok,measured,7,3,20260923,10000,10,100,repeated-key,32,29306fabfccd1ee6a994b8f99605353a0d6b9b07f8ff7c228e8b37a04bec8b67,merkle,merkle,4096,192.7123,29.9013,1.8766,9.5167,4468736,450000,9.930524444444444,4018736,,not sampled,,48525312,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1889,tree node pairs,218,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:38.099146+00:00,robustness,robust-s2-baseline,Dolt,ok,warmup,1,1,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,dolt-native,dolt-native,4096,865.689,817.47165,408.2844,312.9951,2944209,450000,6.5426866666666665,2494209,,not sampled,,158547968,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,954,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:39.379610+00:00,robustness,robust-s2-baseline,Revon-M (forced Merkle),ok,warmup,1,2,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,merkle,merkle,4096,172.0432,41.366150000000005,12.6381,11.922,4468736,450000,9.930524444444444,4018736,,not sampled,,49086464,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",3813,tree node pairs,954,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:40.559498+00:00,robustness,robust-s2-baseline,Revon-H,ok,warmup,1,3,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,hybrid,log,4096,191.9105,36.2539,6.1507,11.1216,4464640,450000,9.921422222222223,4014640,,not sampled,,49451008,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,954,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:41.712848+00:00,robustness,robust-s2-baseline,Revon-M (forced Merkle),ok,warmup,2,1,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,merkle,merkle,4096,190.5798,34.34175,10.7671,13.7659,4497408,450000,9.99424,4047408,,not sampled,,49147904,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",3813,tree node pairs,954,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:43.033662+00:00,robustness,robust-s2-baseline,Revon-H,ok,warmup,2,2,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,hybrid,log,4096,157.0636,29.7399,6.7903,13.2556,4493312,450000,9.985137777777778,4043312,,not sampled,,48599040,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,954,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:49:52.591537+00:00,robustness,robust-s2-baseline,Dolt,ok,warmup,2,3,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,dolt-native,dolt-native,4096,788.2108,661.6074000000001,226.0661,458.6309,2944440,450000,6.5432,2494440,,not sampled,,151801856,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,954,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:50:03.095018+00:00,robustness,robust-s2-baseline,Dolt,ok,measured,1,1,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,dolt-native,dolt-native,4096,761.1559,756.8118999999999,272.2262,341.4275,2945065,450000,6.544588888888889,2495065,,not sampled,,152514560,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,954,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:50:04.283141+00:00,robustness,robust-s2-baseline,Revon-M (forced Merkle),ok,measured,1,2,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,merkle,merkle,4096,209.2615,30.91335,9.5462,9.5646,4485120,450000,9.966933333333333,4035120,,not sampled,,48783360,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",3813,tree node pairs,954,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:50:05.391095+00:00,robustness,robust-s2-baseline,Revon-H,ok,measured,1,3,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,hybrid,log,4096,184.8993,30.40135,5.765,11.0629,4505600,450000,10.012444444444444,4055600,,not sampled,,49274880,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,954,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:50:06.538796+00:00,robustness,robust-s2-baseline,Revon-M (forced Merkle),ok,measured,2,1,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,merkle,merkle,4096,180.9732,31.1006,10.8601,11.6081,4501504,450000,10.003342222222223,4051504,,not sampled,,49070080,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",3813,tree node pairs,954,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:50:07.634909+00:00,robustness,robust-s2-baseline,Revon-H,ok,measured,2,2,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,hybrid,log,4096,160.5484,29.3872,6.6626,12.3017,4476928,450000,9.948728888888889,4026928,,not sampled,,48566272,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,954,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:50:17.694719+00:00,robustness,robust-s2-baseline,Dolt,ok,measured,2,3,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,dolt-native,dolt-native,4096,741.3931,713.4649,266.4651,279.1841,2944824,450000,6.544053333333333,2494824,,not sampled,,161099776,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,954,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
4396fe06d7624623b767049064d24fb3,2026-09-23T08:50:18.856732+00:00,robustness,robust-s2-baseline,Revon-H,ok,measured,3,1,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,hybrid,log,4096,179.4161,36.17125,6.1353,15.0761,4509696,450000,10.021546666666667,4059696,,not sampled,,49254400,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",1000,log operations,954,True,,3.14.3,Windows-11-10.0.26200-SP0,
4396fe06d7624623b767049064d24fb3,2026-09-23T08:50:29.195022+00:00,robustness,robust-s2-baseline,Dolt,ok,measured,3,2,20261017,10000,10,100,spread,32,955a18d7ae975079055a543ff596d1f3ba4d14df90ae8467b4b854f61cdf294a,dolt-native,dolt-native,4096,792.2143,736.1270999999999,373.0879,300.5113,2944637,450000,6.543637777777778,2494637,,not sampled,,170090496,"external parent process-tree RSS sampler (psutil, 10 ms; isolated trial)",,not exposed by Dolt CLI,954,True,,3.14.3,Windows-11-10.0.26200-SP0,dolt version 2.3.1 Warning: you are on an old version of Dolt. The newest version is 2.3.5.
